change_event_id,segment_id,baseline_snapshot_at_utc,current_snapshot_at_utc,metric_name,baseline_value,current_value,delta_abs,delta_pct,change_direction,change_class,confidence,is_simulated,simulation_scenario_id,fuente,source_version
chg_demo_change_control_v1_seg_098_099_demo_surface_condition_index,seg_098_099,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.500,69.500,1.000,1.459854,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_099_100_demo_surface_condition_index,seg_099_100,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.500,68.500,2.000,3.007519,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_100_101_demo_surface_condition_index,seg_100_101,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,75.000,69.000,-6.000,-8.000000,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_101_102_demo_surface_condition_index,seg_101_102,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.000,67.000,-6.000,-8.219178,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_102_103_demo_surface_condition_index,seg_102_103,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.000,65.000,-6.000,-8.450704,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_103_104_demo_surface_condition_index,seg_103_104,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.000,63.000,-6.000,-8.695652,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_104_105_demo_surface_condition_index,seg_104_105,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.000,61.000,-6.000,-8.955224,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_105_106_demo_surface_condition_index,seg_105_106,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.000,59.000,-6.000,-9.230769,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_106_107_demo_surface_condition_index,seg_106_107,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.500,67.500,-6.000,-8.163265,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_107_108_demo_surface_condition_index,seg_107_108,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.500,65.500,-6.000,-8.391608,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_108_109_demo_surface_condition_index,seg_108_109,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.500,63.500,-6.000,-8.633094,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_109_110_demo_surface_condition_index,seg_109_110,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.500,61.500,-6.000,-8.888889,decrease,moderate,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_110_111_demo_surface_condition_index,seg_110_111,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.500,63.500,-2.000,-3.053435,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_111_112_demo_surface_condition_index,seg_111_112,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.000,73.000,-1.000,-1.351351,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_112_113_demo_surface_condition_index,seg_112_113,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.000,72.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_113_114_demo_surface_condition_index,seg_113_114,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.000,71.000,1.000,1.428571,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_114_115_demo_surface_condition_index,seg_114_115,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.000,70.000,2.000,2.941176,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_115_116_demo_surface_condition_index,seg_115_116,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.000,64.000,-2.000,-3.030303,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_116_117_demo_surface_condition_index,seg_116_117,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,74.500,73.500,-1.000,-1.342282,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_117_118_demo_surface_condition_index,seg_117_118,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,72.500,72.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_118_119_demo_surface_condition_index,seg_118_119,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,70.500,71.500,1.000,1.418440,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_119_120_demo_surface_condition_index,seg_119_120,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,68.500,70.500,2.000,2.919708,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_120_121_demo_surface_condition_index,seg_120_121,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,66.500,64.500,-2.000,-3.007519,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_121_122_demo_surface_condition_index,seg_121_122,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,75.000,74.000,-1.000,-1.333333,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_122_123_demo_surface_condition_index,seg_122_123,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.000,73.000,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_123_124_demo_surface_condition_index,seg_123_124,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.000,72.000,1.000,1.408451,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_124_125_demo_surface_condition_index,seg_124_125,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.000,71.000,2.000,2.898551,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_125_126_demo_surface_condition_index,seg_125_126,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,67.000,65.000,-2.000,-2.985075,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_126_127_demo_surface_condition_index,seg_126_127,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,65.000,64.000,-1.000,-1.538462,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_127_128_demo_surface_condition_index,seg_127_128,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,73.500,73.500,0.000,0.000000,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_128_129_demo_surface_condition_index,seg_128_129,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,71.500,72.500,1.000,1.398601,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
chg_demo_change_control_v1_seg_129_130_demo_surface_condition_index,seg_129_130,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,demo_surface_condition_index,69.500,71.500,2.000,2.877698,stable,stable,0.0,true,demo_change_control_v1,simulation:deterministic_change_control_demo,v0.1
