segment_id,km_inicio,km_fin,metric_name,metric_value,spatial_lag_z,local_moran_i,p_sim,p_fdr_bh,significant_fdr,lisa_quadrant,lisa_cluster_fdr,permutations,weights_id,is_simulated,simulation_scenario_id,fuente,source_version,notes
seg_091_092,91,92,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8762000203,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_092_093,92,93,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6901000142,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_093_094,93,94,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4171999991,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_094_095,94,95,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_095_096,95,96,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4799000025,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_096_097,96,97,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8751000166,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_097_098,97,98,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6863999963,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_098_099,98,99,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4183999896,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_099_100,99,100,demo_surface_condition_index,2.000000,-0.3475749277,-0.2591979147,0.5508000255,0.9927142859,false,HL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_100_101,100,101,demo_surface_condition_index,-6.000000,-0.2254540072,0.2690054034,0.5494999886,0.9927142859,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_101_102,101,102,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_102_103,102,103,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_103_104,103,104,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_104_105,104,105,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_105_106,105,106,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_106_107,106,107,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_107_108,107,108,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_108_109,108,109,demo_surface_condition_index,-6.000000,-1.2024213716,1.4346954845,0.1530999988,0.8169199824,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_109_110,109,110,demo_surface_condition_index,-6.000000,-0.7139376894,0.8518504439,0.3472000062,0.9311493039,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_110_111,110,111,demo_surface_condition_index,-2.000000,-0.5918167689,0.1324010970,0.3695999980,0.9311493039,false,LL,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_111_112,111,112,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8752999902,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_112_113,112,113,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6837000251,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_113_114,113,114,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4165999889,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_114_115,114,115,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_115_116,115,116,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4767999947,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_116_117,116,117,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8743000031,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_117_118,117,118,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6836000085,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_118_119,118,119,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4167000055,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_119_120,119,120,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_120_121,120,121,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4772000015,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_121_122,121,122,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8730000257,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_122_123,122,123,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6826000214,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_123_124,123,124,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4162000120,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_124_125,124,125,demo_surface_condition_index,2.000000,0.1409087545,0.1050802357,1.0000000000,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_125_126,125,126,demo_surface_condition_index,-2.000000,0.3851505956,-0.0861657933,0.4751000106,0.9311493039,false,LH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_126_127,126,127,demo_surface_condition_index,-1.000000,0.0187878339,0.0003502675,0.8715999722,1.0000000000,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_127_128,127,128,demo_surface_condition_index,0.000000,0.2630296750,0.0686524206,0.6815999746,0.9927142859,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_128_129,128,129,demo_surface_condition_index,1.000000,0.5072715162,0.2553449727,0.4146000147,0.9311493039,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
seg_129_130,129,130,demo_surface_condition_index,2.000000,0.5072715162,0.3782888485,0.5139999986,0.9826470613,false,HH,not_significant,9999,segment_neighbors_v0.1_r,true,demo_change_control_v1,simulation:pysal_spatial_statistics_demo,v0.1,SIMULATED DEMO - NOT OPERATIONAL EVIDENCE
